ID_Jogador,Dias_Desde_Instalacao,Nivel_Atual,Tempo_Jogado_Horas,Itens_Raros_Possuidos,Gasto_Total_BRL,COMPROU_OFERTA_X
1691,16,72,52,4,0.0,0
1692,3,20,9,0,0.0,0
1693,26,93,63,5,17.26,0
1694,58,63,87,5,0.0,1
1695,39,54,56,5,41.42,1
1696,14,74,49,2,0.0,1
1697,3,98,54,3,0.0,0
1698,7,57,25,6,0.0,0
1699,24,90,64,4,0.0,0
1700,7,41,17,1,0.0,0
1701,24,3,20,0,0.0,0
1702,8,6,16,0,0.0,0
1703,57,5,43,1,0.0,0
1704,16,5,6,2,0.0,0
1705,9,54,43,1,0.0,0
1706,51,47,58,2,141.92,0
1707,13,87,46,5,0.0,1
1708,4,49,35,1,0.0,0
1709,26,9,19,0,0.0,0
1710,27,99,79,3,0.0,0
1711,38,20,41,1,0.0,0
1712,9,61,44,4,0.0,0
1713,18,35,32,3,283.92,1
1714,10,50,38,3,0.0,0
1715,3,82,38,4,0.0,0
1716,63,62,78,3,0.0,0
1717,40,17,29,0,0.0,0
1718,11,88,57,6,131.95,0
1719,28,3,25,0,0.0,0
1720,7,32,16,0,0.0,0
1721,67,99,94,3,0.0,0
1722,4,13,11,1,0.0,0
1723,1,89,53,5,0.0,0
1724,21,73,52,5,0.0,0
1725,27,68,52,4,0.0,0
1726,26,14,23,1,0.0,0
1727,2,98,56,4,0.0,0
1728,12,11,11,1,0.0,0
1729,21,56,42,4,0.0,0
1730,8,67,45,4,0.0,0
1731,62,92,98,4,0.0,0
1732,3,29,15,1,0.0,0
1733,21,9,17,1,41.79,1
1734,36,67,69,5,0.0,0
1735,10,25,14,3,148.54,0
1736,30,98,71,3,0.0,1
1737,54,76,73,7,0.0,0
1738,7,42,32,3,0.0,0
1739,75,9,62,0,0.0,0
1740,25,79,56,3,0.0,0
1741,11,40,32,2,0.0,1
1742,17,25,18,1,0.0,0
1743,12,5,15,0,0.0,0
1744,39,11,34,0,0.0,0
1745,48,59,61,3,0.0,0
1746,54,98,87,5,653.35,1
1747,128,88,142,3,0.0,0
1748,48,79,75,7,0.0,0
1749,28,38,35,0,0.0,0
1750,13,72,47,4,0.0,1
1751,24,5,15,0,0.0,0
1752,2,48,13,1,0.0,0
1753,41,90,87,5,0.0,1
1754,18,18,24,2,0.0,0
1755,1,70,45,2,0.0,0
1756,2,37,14,1,0.0,1
1757,15,60,44,2,805.86,0
1758,27,48,50,6,0.0,1
1759,19,77,52,5,0.0,0
1760,29,28,29,1,0.0,0
1761,20,69,49,3,0.0,0
1762,33,77,68,3,0.0,1
1763,8,81,49,3,0.0,0
1764,4,40,23,0,0.0,0
1765,28,45,49,2,0.0,0
1766,20,96,68,6,0.0,0
1767,1,62,29,4,0.0,0
1768,15,93,50,6,0.0,0
1769,4,58,33,2,0.0,0
1770,23,67,48,4,0.0,0
1771,16,56,41,0,0.0,0
1772,29,40,49,6,0.0,0
1773,50,98,91,3,0.0,0
1774,11,40,35,2,0.0,1
1775,99,91,119,3,0.0,0
1776,24,77,63,4,0.0,0
1777,29,33,48,1,0.0,0
1778,35,6,31,2,0.0,0
1779,33,88,82,3,110.33,0
1780,22,19,22,2,0.0,0
1781,17,80,50,1,0.0,0
1782,2,40,24,0,241.81,0
1783,1,92,47,5,0.0,0
1784,14,97,55,2,0.0,0
1785,13,59,42,3,0.0,0
1786,15,59,43,2,0.0,0
1787,5,48,25,2,0.0,0
1788,41,41,54,3,0.0,0
1789,59,13,57,0,0.0,0
1790,84,45,86,2,34.15,0
1791,21,89,63,4,0.0,0
1792,37,53,51,1,0.0,0
1793,59,42,64,1,183.69,0
1794,17,100,69,6,555.09,0
1795,12,63,44,1,0.0,0
1796,83,27,70,4,0.0,0
1797,22,38,34,1,0.0,0
1798,21,60,49,0,0.0,0
1799,6,7,8,0,0.0,0
1800,4,5,8,0,0.0,0
1801,56,45,67,3,0.0,0
1802,29,58,51,3,0.0,0
1803,12,31,24,5,62.9,1
1804,7,23,22,0,0.0,0
1805,25,42,44,5,0.0,0
1806,27,10,28,1,0.0,0
1807,7,32,22,3,0.0,0
1808,58,53,70,4,0.0,0
1809,3,30,15,2,0.0,0
1810,14,39,36,2,0.0,0
1811,35,31,48,1,0.0,1
1812,10,82,45,4,0.0,0
1813,53,100,92,5,0.0,0
1814,41,2,36,0,0.0,0
1815,47,78,78,1,0.0,0
1816,4,77,43,3,74.5,0
1817,5,93,44,2,0.0,0
1818,11,12,8,0,0.0,0
1819,22,39,42,0,0.0,0
1820,42,66,74,5,0.0,0
1821,55,96,84,5,45.23,0
1822,37,13,35,1,0.0,0
1823,80,46,91,2,0.0,0
1824,41,27,35,0,0.0,0
1825,11,17,11,1,0.0,0
1826,10,95,55,4,0.0,0
1827,36,98,74,2,0.0,0
1828,7,60,36,3,0.0,0
1829,3,64,41,8,0.0,0
1830,23,88,58,5,0.0,0
1831,52,35,59,2,0.0,0
1832,4,70,36,5,0.0,0
1833,48,83,80,2,0.0,0
1834,51,30,55,1,0.0,0
1835,20,71,64,2,0.0,0
1836,2,74,46,6,0.0,0
1837,6,96,44,4,0.0,0
1838,37,98,74,7,162.7,1
1839,38,63,58,1,0.0,0
1840,69,28,63,1,0.0,0
1841,27,60,44,0,0.0,0
1842,4,79,41,5,0.0,0
1843,4,94,46,4,0.0,0
1844,39,37,45,3,0.0,0
1845,7,93,62,4,0.0,0
1846,12,22,17,1,408.4,1
1847,21,68,48,5,0.0,0
1848,1,20,14,0,0.0,0
1849,9,96,52,7,0.0,0
1850,16,100,56,3,0.0,0
1851,10,68,40,3,0.0,0
1852,5,91,59,7,0.0,0
1853,40,64,61,3,0.0,0
1854,51,17,44,1,0.0,0
1855,9,12,15,0,0.0,0
1856,45,22,45,0,0.0,1
1857,15,17,34,2,0.0,0
1858,22,10,18,0,28.14,0
1859,59,65,88,4,0.0,0
1860,42,22,50,1,0.0,0
1861,50,90,83,3,499.33,1
1862,5,82,44,2,0.0,0
1863,3,50,22,3,0.0,0
1864,68,14,58,1,0.0,0
1865,15,64,42,0,189.37,0
1866,11,47,33,2,0.0,0
1867,39,29,38,2,0.0,0
1868,55,76,83,6,0.0,0
1869,60,36,65,1,0.0,0
1870,12,99,61,3,111.15,1
1871,58,52,75,2,0.0,0
1872,2,76,38,4,0.0,0
1873,2,7,7,1,0.0,0
1874,30,29,38,2,0.0,0
1875,2,11,10,2,0.0,0
1876,12,33,27,2,0.0,0
1877,34,6,31,0,0.0,0
1878,13,79,49,2,67.58,1
1879,6,32,27,2,0.0,0
1880,10,51,35,2,0.0,0
1881,19,75,46,2,0.0,0
1882,20,58,42,1,0.0,1
1883,46,87,79,4,0.0,0
1884,42,26,46,2,0.0,0
1885,19,98,65,6,0.0,0
1886,57,46,63,2,0.0,0
1887,4,98,51,3,0.0,0
1888,9,29,20,1,0.0,1
1889,53,4,49,0,0.0,0
1890,15,81,47,2,0.0,0
1891,120,99,145,4,0.0,1
1892,19,13,18,0,0.0,0
1893,48,39,67,1,0.0,0
1894,16,15,26,1,62.29,0
1895,17,29,19,1,0.0,0
1896,15,29,22,1,0.0,0
1897,39,75,73,4,0.0,1
1898,24,32,37,0,101.16,0
1899,87,2,72,0,0.0,0
1900,9,47,31,4,47.3,1
1901,4,78,46,8,0.0,0
1902,15,84,57,8,0.0,0
1903,29,22,32,0,0.0,0
1904,60,75,79,2,181.65,0
1905,13,27,15,0,0.0,0
1906,32,67,58,2,0.0,0
1907,13,81,41,1,0.0,0
1908,29,56,52,3,353.55,0
1909,65,92,96,5,0.0,0
1910,8,93,62,5,0.0,0
1911,16,21,25,1,0.0,0
1912,151,47,144,2,0.0,1
1913,61,80,80,3,0.0,0
1914,25,59,43,1,0.0,0
1915,22,84,63,5,0.0,0
1916,11,6,10,1,0.0,0
1917,22,19,39,1,241.19,1
1918,57,57,73,4,40.48,0
1919,35,69,63,3,0.0,0
1920,11,3,3,0,67.7,0
1921,7,1,10,0,0.0,0
1922,10,58,32,2,0.0,0
1923,6,38,26,2,0.0,0
1924,4,15,14,1,0.0,0
1925,17,34,31,3,0.0,0
1926,4,61,42,3,0.0,0
1927,6,35,19,2,0.0,0
1928,24,64,59,1,0.0,0
1929,6,25,10,2,0.0,0
1930,2,24,17,0,64.23,0
1931,12,12,14,1,0.0,0
1932,8,18,11,0,0.0,0
1933,22,15,16,2,0.0,1
1934,4,80,41,3,0.0,0
1935,42,27,45,1,58.88,0
1936,72,72,94,3,0.0,0
1937,41,60,66,3,0.0,0
1938,23,46,37,1,0.0,0
1939,60,89,101,2,0.0,0
1940,36,17,34,0,0.0,0
1941,1,93,50,2,389.91,1
1942,16,53,39,1,0.0,0
1943,58,8,49,2,0.0,0
1944,13,79,50,7,0.0,1
1945,2,27,10,3,0.0,0
1946,42,46,54,2,0.0,0
1947,49,50,57,3,113.23,0
1948,6,71,37,2,0.0,0
1949,24,3,18,0,0.0,0
1950,7,93,56,3,0.0,0
1951,39,64,61,4,0.0,0
1952,10,44,27,1,0.0,0
1953,12,53,37,0,0.0,0
1954,56,24,57,2,0.0,0
1955,20,60,43,4,211.58,0
1956,34,3,30,0,0.0,0
1957,16,20,21,0,0.0,0
1958,11,46,28,2,46.72,0
1959,30,15,29,1,0.0,0
1960,6,25,22,2,0.0,0
1961,15,94,56,3,0.0,0
1962,8,78,46,5,0.0,0
1963,36,71,57,2,0.0,0
1964,87,17,83,1,0.0,0
1965,163,84,169,6,0.0,0
1966,18,100,66,3,0.0,0
1967,9,9,10,1,0.0,0
1968,18,38,35,1,0.0,0
1969,57,48,71,2,0.0,1
1970,7,60,34,9,0.0,0
1971,92,63,95,3,0.0,0
1972,13,86,58,4,0.0,0
1973,128,2,102,0,0.0,0
1974,55,88,89,3,0.0,0
1975,50,72,79,3,0.0,0
1976,12,11,12,1,0.0,0
1977,1,64,35,8,0.0,0
1978,15,77,46,7,0.0,1
1979,11,81,51,3,0.0,0
1980,2,72,37,2,0.0,0
1981,22,21,25,0,0.0,0
1982,16,18,22,1,0.0,0
1983,31,94,66,2,0.0,0
1984,30,64,57,5,238.69,1
1985,4,82,46,4,0.0,1
1986,114,95,140,7,0.0,0
1987,7,38,32,1,0.0,0
1988,18,32,29,1,0.0,0
1989,21,11,22,0,0.0,0
1990,51,45,57,4,0.0,0
1991,4,89,55,7,0.0,0
1992,17,33,22,1,0.0,0
1993,30,41,45,1,0.0,0
1994,8,8,7,0,0.0,0
1995,30,11,29,2,0.0,0
1996,78,86,98,4,0.0,0
1997,180,51,173,2,0.0,0
1998,1,88,40,2,0.0,0
1999,9,41,33,0,0.0,0
2000,12,17,13,0,0.0,0
2001,16,76,55,4,0.0,0
2002,9,46,26,1,0.0,0
2003,7,32,18,2,0.0,0
2004,93,79,113,8,0.0,0
2005,76,80,96,7,0.0,0
2006,2,54,24,5,0.0,0
2007,13,86,49,7,0.0,0
2008,16,92,60,5,181.85,1
2009,9,20,17,0,0.0,0
2010,30,33,40,0,0.0,0
2011,31,74,60,3,0.0,0
2012,58,40,69,1,0.0,0
2013,41,32,54,2,0.0,0
2014,24,97,70,9,0.0,0
2015,32,2,25,0,0.0,0
2016,10,97,50,5,0.0,0
2017,27,33,28,3,0.0,1
2018,21,77,54,6,0.0,0
2019,5,30,9,1,0.0,0
2020,9,33,22,3,0.0,0
2021,11,77,54,2,0.0,0
2022,78,26,69,1,0.0,0
2023,8,22,10,0,0.0,0
2024,11,66,44,0,47.45,0
2025,14,38,16,2,0.0,0
2026,33,90,73,5,27.47,0
2027,4,46,33,2,0.0,0
2028,93,15,77,2,0.0,1
2029,61,98,92,7,0.0,0
2030,26,44,45,3,0.0,0
2031,34,49,45,3,0.0,0
2032,1,75,42,6,0.0,1
2033,13,61,35,3,0.0,0
2034,48,67,80,3,0.0,0
2035,3,6,8,0,0.0,0
2036,10,9,12,0,0.0,0
2037,27,6,33,3,0.0,0
2038,9,73,48,6,0.0,0
2039,82,95,114,2,0.0,0
2040,5,32,10,2,0.0,0
2041,48,41,55,2,0.0,0
2042,22,76,61,3,0.0,0
2043,42,8,31,1,0.0,0
2044,12,72,41,5,0.0,0
2045,22,50,37,2,0.0,1
2046,59,92,95,2,0.0,0
2047,19,62,51,1,0.0,0
2048,14,84,58,6,0.0,0
2049,24,62,45,0,0.0,0
2050,38,7,35,0,0.0,0
2051,18,75,47,6,0.0,1
2052,84,84,108,7,0.0,0
2053,11,80,51,5,0.0,0
2054,20,4,23,0,0.0,0
2055,43,6,26,0,0.0,0
2056,36,58,58,4,0.0,1
2057,60,22,66,3,0.0,1
2058,173,26,152,0,0.0,0
2059,17,3,15,0,0.0,0
2060,4,41,20,2,0.0,0
2061,1,60,37,4,0.0,0
2062,39,14,35,0,0.0,0
2063,63,75,87,6,0.0,0
2064,8,82,45,6,0.0,0
2065,6,12,11,0,0.0,0
2066,2,87,52,3,80.88,1
2067,52,12,43,0,0.0,0
2068,12,13,16,2,0.0,0
2069,16,25,27,1,0.0,0
2070,21,45,35,1,0.0,0
2071,55,19,53,1,276.87,0
2072,32,55,62,5,0.0,1
2073,29,100,64,4,0.0,0
2074,6,45,25,3,0.0,0
2075,22,8,22,0,0.0,0
2076,38,93,75,6,31.43,0
2077,109,53,128,4,0.0,0
2078,7,55,35,4,159.86,0
2079,1,32,11,0,0.0,0
2080,3,51,16,0,0.0,0
2081,15,44,35,4,148.35,0
2082,52,82,78,5,0.0,0
2083,1,70,42,1,0.0,0
2084,19,18,22,1,0.0,0
2085,12,83,48,4,177.36,0
2086,2,22,9,0,0.0,0
2087,18,37,37,4,0.0,0
2088,9,96,57,4,0.0,0
2089,14,56,47,5,0.0,0
2090,37,59,58,1,0.0,0
2091,23,3,24,0,0.0,0
2092,4,28,21,0,0.0,0
2093,98,74,118,4,222.38,0
2094,31,35,39,1,0.0,0
2095,44,61,68,4,0.0,0
2096,3,93,48,8,0.0,0
2097,2,54,27,2,0.0,0
2098,1,63,28,3,0.0,0
2099,7,79,34,1,45.26,0
2100,17,97,68,7,0.0,0
2101,83,7,72,1,0.0,0
2102,19,76,46,4,0.0,0
2103,11,49,36,1,0.0,0
2104,25,94,73,6,0.0,0
2105,4,85,49,7,0.0,0
2106,29,31,34,3,0.0,0
2107,26,58,46,2,0.0,0
2108,48,61,66,3,0.0,0
2109,130,24,120,2,0.0,0
2110,9,20,19,1,0.0,0
2111,22,37,50,1,0.0,0
2112,72,4,51,0,0.0,0
2113,47,92,83,3,0.0,0
2114,21,20,17,0,0.0,0
2115,88,60,103,3,0.0,0
2116,2,24,18,1,0.0,0
2117,81,50,97,3,10.62,1
2118,2,49,27,1,0.0,0
2119,24,51,35,5,0.0,0
2120,67,96,101,4,0.0,0
2121,10,36,28,1,0.0,0
2122,20,98,59,2,0.0,0
2123,12,100,58,7,0.0,0
2124,92,66,100,4,78.04,1
2125,53,79,78,7,0.0,0
2126,38,34,51,2,0.0,0
2127,27,36,43,2,0.0,1
2128,52,6,37,1,0.0,0
2129,15,39,27,4,0.0,0
2130,18,42,35,2,0.0,0
2131,40,58,62,3,0.0,0
2132,14,12,13,1,0.0,0
2133,2,3,5,0,0.0,0
2134,3,18,11,1,0.0,0
2135,4,40,10,3,0.0,1
2136,62,21,57,0,0.0,0
2137,20,15,20,1,0.0,0
2138,38,97,82,8,0.0,0
2139,15,99,64,6,0.0,0
2140,9,26,11,2,0.0,0
2141,13,8,16,0,0.0,0
2142,48,100,88,5,0.0,0
2143,30,94,71,6,0.0,0
2144,84,87,107,2,0.0,0
2145,35,42,48,3,118.83,0
2146,26,44,48,3,0.0,0
2147,29,14,30,2,0.0,0
2148,86,78,107,3,0.0,0
2149,47,2,36,1,40.52,0
2150,1,37,24,1,0.0,0
2151,23,69,46,2,0.0,0
2152,35,38,42,1,0.0,0
2153,42,41,47,3,293.88,1
2154,8,62,38,7,0.0,0
2155,61,60,84,3,0.0,0
2156,94,14,80,0,0.0,0
2157,9,89,46,8,0.0,0
2158,65,84,102,7,0.0,0
2159,4,2,6,0,0.0,0
2160,2,70,37,0,0.0,0
2161,5,17,11,1,0.0,0
2162,2,89,49,3,0.0,1
2163,56,28,60,0,0.0,1
2164,2,66,32,3,0.0,0
2165,10,35,23,2,0.0,0
2166,4,5,1,0,0.0,0
2167,11,65,35,3,0.0,0
2168,3,40,20,3,0.0,0
2169,34,76,70,6,86.74,1
2170,5,56,26,2,0.0,0
2171,58,36,68,1,0.0,0
2172,51,45,59,2,0.0,0
2173,1,23,3,0,0.0,0
2174,68,47,80,2,50.26,0
2175,1,31,24,3,0.0,0
2176,9,11,8,1,0.0,0
2177,1,10,1,0,0.0,0
2178,13,67,46,3,0.0,0
2179,22,14,19,1,0.0,0
2180,48,80,81,8,0.0,0
2181,13,74,53,3,0.0,0
2182,37,93,77,3,0.0,0
2183,7,10,14,0,0.0,0
2184,42,76,75,4,0.0,0
2185,9,94,59,4,0.0,0
2186,5,1,4,1,0.0,0
2187,7,5,11,0,0.0,0
2188,7,20,16,0,243.15,1
2189,22,8,23,1,0.0,0
2190,56,43,81,3,76.81,0
2191,3,76,41,3,0.0,0
2192,37,1,22,0,0.0,0
2193,32,57,53,3,0.0,0
2194,62,64,80,4,0.0,0
2195,9,84,47,3,0.0,0
2196,18,28,33,0,0.0,0
2197,79,37,87,2,0.0,0
2198,33,47,49,4,39.22,0
2199,15,76,43,6,0.0,0
2200,5,37,22,3,0.0,0
2201,10,49,29,1,39.92,0
2202,27,44,44,2,0.0,0
2203,38,56,57,3,0.0,0
2204,4,28,23,1,0.0,0
2205,28,79,63,9,0.0,0
2206,24,6,19,0,0.0,0
2207,22,61,41,5,0.0,0
2208,36,20,38,3,0.0,0
2209,55,78,82,3,0.0,0
2210,12,2,9,0,0.0,0
2211,66,73,93,6,0.0,0
2212,6,37,16,2,0.0,0
2213,6,20,10,1,0.0,0
2214,10,26,21,1,0.0,0
2215,4,29,14,2,0.0,0
2216,8,1,5,0,0.0,0
2217,4,35,20,2,0.0,0
2218,52,70,80,1,0.0,0
2219,5,59,32,3,0.0,0
2220,42,69,58,1,237.14,1
2221,2,33,15,2,0.0,0
2222,89,51,99,1,0.0,0
2223,38,78,73,3,0.0,0
2224,1,12,10,0,0.0,0
2225,44,20,50,2,0.0,0
2226,22,53,44,2,0.0,0
2227,46,88,82,2,0.0,1
2228,23,43,34,2,0.0,0
2229,31,98,62,4,0.0,0
2230,47,89,75,3,0.0,0
2231,16,50,34,3,0.0,1
2232,1,29,8,1,0.0,0
2233,57,57,72,4,0.0,0
2234,15,39,29,1,0.0,0
2235,21,95,68,3,0.0,0
2236,1,56,23,3,0.0,0
2237,21,43,39,1,0.0,0
2238,130,50,126,3,0.0,0
2239,10,23,14,0,0.0,0
2240,16,44,31,1,0.0,0
2241,35,38,36,4,92.38,0
2242,51,84,86,4,83.23,0
2243,17,23,32,2,0.0,0
2244,12,45,30,1,0.0,0
2245,84,52,93,1,39.4,0
2246,34,80,65,4,0.0,0
2247,4,50,24,1,0.0,0
2248,3,8,9,1,0.0,0
2249,20,85,60,1,95.11,0
2250,8,1,1,0,0.0,0
2251,9,8,6,0,0.0,0
2252,64,29,55,2,0.0,0
2253,3,96,58,4,0.0,0
2254,38,5,32,0,0.0,0
2255,10,86,52,9,141.56,1
2256,43,47,56,2,0.0,0
2257,39,34,53,2,0.0,0
2258,1,65,37,5,0.0,0
2259,22,55,44,2,34.75,0
2260,5,90,57,4,0.0,1
2261,61,43,71,3,0.0,0
2262,62,74,79,2,62.52,0
2263,17,30,29,0,0.0,1
2264,18,82,57,3,228.61,1
2265,11,17,16,0,543.98,1
2266,38,26,41,0,17.79,0
2267,14,8,24,1,0.0,0
2268,10,47,25,1,0.0,0
2269,17,76,37,8,0.0,0
2270,3,91,55,3,0.0,0
2271,42,72,63,6,0.0,1
2272,1,89,43,7,0.0,0
2273,32,46,46,1,0.0,0
2274,7,68,45,2,94.16,1
2275,8,33,30,2,0.0,0
2276,31,1,18,0,0.0,0
2277,149,19,135,0,384.41,0
2278,46,31,58,3,0.0,1
2279,8,80,46,3,0.0,0
2280,6,14,16,0,0.0,0
2281,61,53,80,3,0.0,1
2282,18,48,37,3,22.53,0
2283,5,69,37,2,0.0,0
2284,60,90,95,5,0.0,0
2285,51,62,63,7,0.0,0
2286,124,92,143,8,0.0,0
2287,73,66,85,8,0.0,0
2288,58,64,85,3,0.0,0
2289,2,70,34,4,0.0,0
2290,4,63,36,4,0.0,0
2291,26,73,56,7,0.0,1
2292,23,33,33,2,0.0,0
2293,19,41,36,1,0.0,0
2294,16,89,53,2,556.77,0
2295,17,48,36,3,450.57,1
2296,26,13,26,0,0.0,0
2297,1,73,35,4,0.0,0
2298,10,77,48,4,0.0,0
2299,22,31,30,1,0.0,1
2300,39,75,76,1,0.0,0
2301,6,68,41,1,0.0,1
2302,24,98,61,8,0.0,0
2303,38,4,35,0,0.0,0
2304,18,19,20,1,0.0,0
2305,1,70,36,2,0.0,0
2306,18,98,59,3,0.0,0
2307,11,82,38,1,416.12,0
2308,80,13,70,1,127.58,0
2309,4,23,7,1,0.0,0
2310,32,83,69,2,0.0,0
2311,2,75,39,5,584.3,0
2312,18,1,11,0,141.43,0
2313,25,88,73,9,0.0,0
2314,11,54,29,2,0.0,0
2315,19,71,47,2,0.0,0
2316,6,89,43,5,0.0,0
2317,11,85,61,2,0.0,0
2318,30,15,38,2,0.0,0
2319,11,65,34,1,0.0,0
2320,70,76,89,5,0.0,0
2321,30,71,55,5,0.0,0
2322,18,15,19,2,0.0,0
2323,2,21,6,2,95.3,0
2324,21,19,23,1,0.0,0
2325,44,60,70,1,0.0,0
2326,10,93,64,3,0.0,0
2327,50,89,76,6,185.31,0
2328,9,33,18,1,262.56,1
2329,53,49,67,3,0.0,0
2330,3,96,42,4,0.0,0
2331,61,35,67,0,0.0,0
2332,21,44,41,3,0.0,0
2333,11,90,57,2,358.96,0
2334,10,11,16,1,0.0,0
2335,17,99,60,7,0.0,0
2336,209,72,202,6,0.0,0
2337,8,78,39,2,168.76,0
2338,4,74,42,6,0.0,0
2339,27,66,62,5,0.0,0
2340,21,46,42,0,0.0,0
2341,23,9,19,1,0.0,0
2342,33,3,32,0,0.0,0
2343,10,85,62,7,0.0,0
2344,73,26,72,0,0.0,0
2345,18,72,53,6,0.0,0
2346,5,48,31,3,0.0,0
2347,41,66,57,4,0.0,0
2348,31,70,57,2,71.32,1
2349,12,28,21,1,0.0,0
2350,30,93,74,4,51.83,0
2351,8,26,22,0,325.4,1
2352,18,25,26,3,0.0,0
2353,69,12,58,2,128.03,1
2354,5,5,1,0,0.0,0
2355,15,98,60,2,0.0,0
2356,52,48,60,4,0.0,0
2357,105,37,97,1,0.0,0
2358,19,79,59,2,0.0,0
2359,22,44,43,2,0.0,0
2360,26,100,68,5,0.0,0
2361,81,15,64,1,0.0,0
2362,59,43,64,0,0.0,0
2363,6,48,33,2,0.0,0
2364,18,87,60,3,0.0,0
2365,19,70,47,2,55.11,0
2366,47,46,60,2,0.0,0
2367,28,43,33,1,108.52,0
2368,32,21,25,1,0.0,0
2369,190,23,173,0,0.0,0
2370,3,80,44,3,49.58,0
2371,8,47,29,1,0.0,0
2372,16,15,18,1,22.04,1
2373,13,25,14,0,0.0,1
2374,1,36,23,1,0.0,0
2375,3,75,34,1,469.8,1
2376,35,51,57,5,0.0,1
2377,64,15,59,2,0.0,0
2378,22,68,51,2,0.0,0
2379,24,21,23,0,0.0,0
2380,9,13,7,0,136.51,0
2381,44,86,80,4,0.0,0
2382,42,19,43,3,0.0,0
2383,27,34,38,1,0.0,0
2384,8,78,46,7,0.0,0
2385,4,68,27,5,0.0,0
2386,2,52,32,2,0.0,0
2387,27,27,33,1,0.0,0
2388,53,29,62,2,140.37,1
2389,59,28,51,0,0.0,0
2390,19,35,35,3,0.0,0
2391,47,8,44,0,0.0,0
2392,89,16,71,0,0.0,0
2393,10,36,22,0,0.0,0
2394,16,30,22,1,0.0,0
2395,81,18,78,1,0.0,0
2396,13,2,12,0,103.67,0
2397,74,49,91,2,31.44,0
2398,119,77,134,5,0.0,0
2399,33,4,32,0,0.0,0
2400,51,90,91,5,170.37,1
2401,42,89,80,5,123.82,0
2402,37,94,74,5,0.0,0
2403,11,75,43,5,0.0,0
2404,2,7,4,0,0.0,0
2405,13,95,61,4,0.0,0
2406,33,74,59,5,77.91,0
2407,4,39,25,0,0.0,0
2408,1,13,8,1,489.85,1
2409,5,31,13,2,0.0,1
2410,38,71,68,5,0.0,0
2411,109,63,119,3,0.0,0
2412,123,56,123,2,0.0,1
2413,21,42,38,2,0.0,0
2414,62,61,77,3,0.0,0
2415,41,42,55,2,0.0,0
2416,21,56,43,2,0.0,0
2417,26,36,31,4,0.0,0
2418,5,84,45,3,0.0,1
2419,84,68,98,5,296.58,0
2420,14,7,17,1,0.0,0
2421,18,54,45,1,0.0,0
2422,34,1,25,0,0.0,0
2423,13,44,28,1,0.0,0
2424,9,45,21,1,0.0,0
2425,30,47,43,7,0.0,0
2426,1,13,5,0,306.16,1
2427,39,22,35,1,0.0,0
2428,22,21,32,0,0.0,0
2429,28,86,66,2,0.0,0
2430,30,92,69,3,449.74,0
2431,23,9,22,1,0.0,0
2432,27,26,36,3,0.0,0
2433,35,9,35,0,0.0,0
2434,42,15,45,0,0.0,0
2435,39,10,34,0,0.0,0
2436,62,88,92,7,0.0,0
2437,7,42,27,1,0.0,0
2438,16,72,47,4,0.0,0
2439,89,24,87,2,0.0,0
2440,16,80,58,6,0.0,0
2441,5,49,30,3,0.0,0
2442,23,26,26,1,0.0,0
2443,4,91,51,3,0.0,0
2444,7,37,26,2,0.0,0
2445,192,68,182,3,0.0,0
2446,24,50,46,3,0.0,0
2447,11,24,18,3,0.0,0
2448,158,19,139,0,0.0,0
2449,102,100,134,2,0.0,0
2450,18,60,45,3,0.0,0
2451,10,39,27,3,0.0,0
2452,55,74,70,5,66.4,1
2453,38,89,68,0,0.0,0
2454,35,18,36,0,0.0,0
2455,68,19,71,1,0.0,0
2456,36,36,49,0,0.0,0
2457,11,74,54,3,34.42,0
2458,36,97,77,8,0.0,0
2459,11,55,36,1,0.0,0
2460,43,69,76,3,315.59,1
2461,30,47,46,0,324.85,0
2462,3,49,21,2,0.0,0
2463,22,99,68,3,0.0,0
2464,13,98,65,4,24.1,0
2465,12,33,21,3,0.0,0
2466,28,21,35,1,0.0,0
2467,12,81,49,4,0.0,0
2468,46,22,50,0,0.0,0
2469,3,48,27,1,0.0,0
2470,33,37,42,4,0.0,0
2471,50,15,46,1,23.43,0
2472,34,35,42,1,0.0,0
2473,21,92,63,7,0.0,0
2474,91,71,104,3,0.0,0
2475,11,32,21,2,0.0,1
2476,1,11,4,0,0.0,0
2477,17,10,20,0,0.0,0
2478,2,73,31,1,0.0,0
2479,93,78,112,1,0.0,0
2480,8,77,41,1,0.0,0
2481,47,57,64,3,0.0,0
2482,45,25,45,0,0.0,0
2483,8,2,8,0,0.0,0
2484,30,64,55,0,0.0,0
2485,2,35,22,1,0.0,0
2486,20,7,21,0,0.0,0
2487,1,85,35,3,0.0,0
2488,77,18,65,1,72.46,0
2489,112,67,122,2,0.0,0
2490,8,42,27,1,0.0,0
2491,7,39,20,3,0.0,0
2492,43,41,61,3,0.0,0
2493,9,75,49,5,0.0,0
2494,68,24,58,2,0.0,0
2495,26,60,52,2,0.0,1
2496,13,46,33,4,0.0,0
2497,54,19,58,0,74.57,0
2498,21,68,42,5,0.0,0
2499,73,90,113,3,0.0,0
2500,79,42,79,3,0.0,0
2501,6,32,22,4,0.0,0
2502,1,39,17,2,0.0,0
2503,124,36,115,2,0.0,0
2504,71,97,96,6,0.0,0
2505,2,36,25,1,0.0,0
2506,54,3,43,0,0.0,0
2507,19,73,50,5,107.06,0
2508,9,8,22,0,0.0,0
